"","sample.size","estimate","estimator","subset","simulation"
"2028","300",0.651179279480662,"t-learner","all.covariates.wrong","D"
"2029","300",0.82776637698698,"aipw","all.covariates.wrong","D"
"2030","300",0.27056835811699,"tmle","all.covariates.wrong","D"
"2031","300",0.534496885486332,"causal.forest","all.covariates.correct","D"
"2032","300",0.684779850253705,"ipw","all.covariates.correct","D"
"2033","300",0.63702426078197,"t-learner","all.covariates.correct","D"
"2034","300",0.668623938829966,"aipw","all.covariates.correct","D"
"2035","300",0.245147734511607,"tmle","all.covariates.correct","D"
"2036","300",0.119367273541928,"causal.forest","minimal.set","D"
"2037","300",NA,"ipw","minimal.set","D"
"2038","300",0.610736257547542,"t-learner","minimal.set","D"
"2039","300",NA,"aipw","minimal.set","D"
"2040","300",0.182790309412208,"tmle","minimal.set","D"
"2041","300",0.603023022116143,"causal.forest","all.covariates.wrong","A"
"2042","300",0.896540827790147,"ipw","all.covariates.wrong","A"
"2043","300",0.738759513018132,"t-learner","all.covariates.wrong","A"
"2044","300",0.713766485935157,"aipw","all.covariates.wrong","A"
"2045","300",0.54121248126903,"tmle","all.covariates.wrong","A"
"2046","300",0.571558036817815,"causal.forest","all.covariates.correct","A"
"2047","300",0.871148023171655,"ipw","all.covariates.correct","A"
"2048","300",0.738276329155139,"t-learner","all.covariates.correct","A"
"2049","300",0.706326650326473,"aipw","all.covariates.correct","A"
"2050","300",0.569386899265885,"tmle","all.covariates.correct","A"
"2051","300",0.443614730179823,"causal.forest","minimal.set","A"
"2052","300",1.69548867919153,"ipw","minimal.set","A"
"2053","300",0.734396253839953,"t-learner","minimal.set","A"
"2054","300",0.780803750499107,"aipw","minimal.set","A"
"2055","300",0.480327528161555,"tmle","minimal.set","A"
"2056","300",0.877469262277506,"causal.forest","all.covariates.wrong","B"
"2057","300",1.05090957238388,"ipw","all.covariates.wrong","B"
"2058","300",0.91965923369209,"t-learner","all.covariates.wrong","B"
"2059","300",0.95025789195883,"aipw","all.covariates.wrong","B"
"2060","300",0.932497529926272,"tmle","all.covariates.wrong","B"
"2061","300",0.872693630449687,"causal.forest","all.covariates.correct","B"
"2062","300",0.918047374902768,"ipw","all.covariates.correct","B"
"2063","300",0.928462479906102,"t-learner","all.covariates.correct","B"
"2064","300",0.947605814171717,"aipw","all.covariates.correct","B"
"2065","300",0.912574587986128,"tmle","all.covariates.correct","B"
"2066","300",0.929646221595173,"causal.forest","minimal.set","B"
"2067","300",0.934322962560031,"ipw","minimal.set","B"
"2068","300",0.920453874385709,"t-learner","minimal.set","B"
"2069","300",0.894840122076037,"aipw","minimal.set","B"
"2070","300",0.917537438897955,"tmle","minimal.set","B"
"2071","300",0.036281347185434,"causal.forest","all.covariates.wrong","C"
"2072","300",-0.947866155718722,"ipw","all.covariates.wrong","C"
"2073","300",-0.709543866513354,"t-learner","all.covariates.wrong","C"
"2074","300",-0.818850329363296,"aipw","all.covariates.wrong","C"
"2075","300",0.679320727522044,"tmle","all.covariates.wrong","C"
"2076","300",0.354980259464592,"causal.forest","all.covariates.correct","C"
"2077","300",-0.682799781030687,"ipw","all.covariates.correct","C"
"2078","300",-0.765796547111908,"t-learner","all.covariates.correct","C"
"2079","300",-0.73125674801773,"aipw","all.covariates.correct","C"
"2080","300",0.871225410401399,"tmle","all.covariates.correct","C"
"2081","300",1.00648792260377,"causal.forest","minimal.set","C"
"2082","300",-0.54455125787261,"ipw","minimal.set","C"
"2083","300",-0.775082271543583,"t-learner","minimal.set","C"
"2084","300",-0.281479539068367,"aipw","minimal.set","C"
"2085","300",1.01717224005011,"tmle","minimal.set","C"
"2086","300",0.513538605385839,"causal.forest","all.covariates.wrong","D"
"2087","300",0.746580094685423,"ipw","all.covariates.wrong","D"
"2088","300",0.615939672671577,"t-learner","all.covariates.wrong","D"
"2089","300",0.586038688136983,"aipw","all.covariates.wrong","D"
"2090","300",0.267221972435613,"tmle","all.covariates.wrong","D"
"2091","300",0.490277762641464,"causal.forest","all.covariates.correct","D"
"2092","300",0.701346064540361,"ipw","all.covariates.correct","D"
"2093","300",0.57768914086375,"t-learner","all.covariates.correct","D"
"2094","300",0.62497344999511,"aipw","all.covariates.correct","D"
"2095","300",0.33286717615433,"tmle","all.covariates.correct","D"
"2096","300",0.275323902750893,"causal.forest","minimal.set","D"
"2097","300",1.33457733823497,"ipw","minimal.set","D"
"2098","300",0.589927727556607,"t-learner","minimal.set","D"
"2099","300",0.570282849303196,"aipw","minimal.set","D"
"2100","300",0.194751665206226,"tmle","minimal.set","D"
"2101","300",0.488462258369339,"causal.forest","all.covariates.wrong","A"
"2102","300",1.08674617509293,"ipw","all.covariates.wrong","A"
"2103","300",0.761562463580932,"t-learner","all.covariates.wrong","A"
"2104","300",0.776193002811707,"aipw","all.covariates.wrong","A"
"2105","300",0.520879816930936,"tmle","all.covariates.wrong","A"
"2106","300",0.483185425814581,"causal.forest","all.covariates.correct","A"
"2107","300",0.807992358432582,"ipw","all.covariates.correct","A"
"2108","300",0.757700203452925,"t-learner","all.covariates.correct","A"
"2109","300",0.761611834493321,"aipw","all.covariates.correct","A"
"2110","300",0.514436549987758,"tmle","all.covariates.correct","A"
"2111","300",0.408109806999173,"causal.forest","minimal.set","A"
"2112","300",1.32542317555478,"ipw","minimal.set","A"
"2113","300",0.755508032016148,"t-learner","minimal.set","A"
"2114","300",0.790023708158774,"aipw","minimal.set","A"
"2115","300",0.437477488173572,"tmle","minimal.set","A"
"2116","300",0.742550135551044,"causal.forest","all.covariates.wrong","B"
"2117","300",0.731819121755832,"ipw","all.covariates.wrong","B"
"2118","300",0.708966592122769,"t-learner","all.covariates.wrong","B"
"2119","300",0.706009586374127,"aipw","all.covariates.wrong","B"
"2120","300",0.803934655380422,"tmle","all.covariates.wrong","B"
"2121","300",0.687110893178262,"causal.forest","all.covariates.correct","B"
"2122","300",0.731704011391374,"ipw","all.covariates.correct","B"
"2123","300",0.733686792280064,"t-learner","all.covariates.correct","B"
"2124","300",0.673822663841575,"aipw","all.covariates.correct","B"
"2125","300",0.79231071481286,"tmle","all.covariates.correct","B"
"2126","300",0.775772633531727,"causal.forest","minimal.set","B"
"2127","300",0.789099899887759,"ipw","minimal.set","B"
"2128","300",0.704408353173657,"t-learner","minimal.set","B"
"2129","300",0.694317150811605,"aipw","minimal.set","B"
"2130","300",0.746823066102862,"tmle","minimal.set","B"
"2131","300",0.437805554361158,"causal.forest","all.covariates.wrong","C"
"2132","300",0.193356890912974,"ipw","all.covariates.wrong","C"
"2133","300",-0.0235403157356382,"t-learner","all.covariates.wrong","C"
"2134","300",0.171718740870102,"aipw","all.covariates.wrong","C"
"2135","300",0.996603745263843,"tmle","all.covariates.wrong","C"
"2136","300",0.576829327782573,"causal.forest","all.covariates.correct","C"
"2137","300",0.00979389201146686,"ipw","all.covariates.correct","C"
"2138","300",-0.135964802067664,"t-learner","all.covariates.correct","C"
"2139","300",0.117165608778669,"aipw","all.covariates.correct","C"
"2140","300",0.986201842593626,"tmle","all.covariates.correct","C"
"2141","300",0.866385328576207,"causal.forest","minimal.set","C"
"2142","300",0.280517963322901,"ipw","minimal.set","C"
"2143","300",-0.168517469731148,"t-learner","minimal.set","C"
"2144","300",0.332445470355386,"aipw","minimal.set","C"
"2145","300",1.02420746467919,"tmle","minimal.set","C"
"2146","300",0.368088544173716,"causal.forest","all.covariates.wrong","D"
"2147","300",0.748461588049367,"ipw","all.covariates.wrong","D"
"2148","300",0.38880115077871,"t-learner","all.covariates.wrong","D"
"2149","300",0.353150108491083,"aipw","all.covariates.wrong","D"
"2150","300",0.0545590814517867,"tmle","all.covariates.wrong","D"
"2151","300",0.274081885768507,"causal.forest","all.covariates.correct","D"
"2152","300",0.571175666766988,"ipw","all.covariates.correct","D"
"2153","300",0.357893792194833,"t-learner","all.covariates.correct","D"
"2154","300",0.459670108722583,"aipw","all.covariates.correct","D"
"2155","300",0.176188638813991,"tmle","all.covariates.correct","D"
"2156","300",0.0728050333203217,"causal.forest","minimal.set","D"
"2157","300",NA,"ipw","minimal.set","D"
"2158","300",0.484446228195405,"t-learner","minimal.set","D"
"2159","300",NA,"aipw","minimal.set","D"
"2160","300",0.0206826428564082,"tmle","minimal.set","D"
"2161","300",0.591527557877077,"causal.forest","all.covariates.wrong","A"
"2162","300",0.88249709932543,"ipw","all.covariates.wrong","A"
"2163","300",0.836489750871812,"t-learner","all.covariates.wrong","A"
"2164","300",0.830298838938297,"aipw","all.covariates.wrong","A"
"2165","300",0.579660096446389,"tmle","all.covariates.wrong","A"
"2166","300",0.585608271120485,"causal.forest","all.covariates.correct","A"
"2167","300",1.00204290236713,"ipw","all.covariates.correct","A"
"2168","300",0.84387363789613,"t-learner","all.covariates.correct","A"
"2169","300",0.805460920401063,"aipw","all.covariates.correct","A"
"2170","300",0.61024201162523,"tmle","all.covariates.correct","A"
"2171","300",0.598806542886459,"causal.forest","minimal.set","A"
"2172","300",2.10496635656228,"ipw","minimal.set","A"
"2173","300",0.837312277233614,"t-learner","minimal.set","A"
"2174","300",0.801195348681346,"aipw","minimal.set","A"
"2175","300",0.630255208137334,"tmle","minimal.set","A"
"2176","300",0.947164671819895,"causal.forest","all.covariates.wrong","B"
"2177","300",0.936281321098445,"ipw","all.covariates.wrong","B"
"2178","300",0.890352651814489,"t-learner","all.covariates.wrong","B"
"2179","300",0.963171217451526,"aipw","all.covariates.wrong","B"
"2180","300",0.785701304353696,"tmle","all.covariates.wrong","B"
"2181","300",0.920941309023587,"causal.forest","all.covariates.correct","B"
"2182","300",0.958562459386036,"ipw","all.covariates.correct","B"
"2183","300",0.935879926834319,"t-learner","all.covariates.correct","B"
"2184","300",0.97556844288728,"aipw","all.covariates.correct","B"
"2185","300",0.786340837971574,"tmle","all.covariates.correct","B"
"2186","300",0.830774179788967,"causal.forest","minimal.set","B"
"2187","300",1.01252637922576,"ipw","minimal.set","B"
"2188","300",0.922650036419599,"t-learner","minimal.set","B"
"2189","300",0.991902773695517,"aipw","minimal.set","B"
"2190","300",0.826088597207925,"tmle","minimal.set","B"
"2191","300",0.38509275999409,"causal.forest","all.covariates.wrong","C"
"2192","300",-0.220245969386169,"ipw","all.covariates.wrong","C"
"2193","300",-0.181830082772685,"t-learner","all.covariates.wrong","C"
"2194","300",-0.193560448222882,"aipw","all.covariates.wrong","C"
"2195","300",0.983021308955393,"tmle","all.covariates.wrong","C"
"2196","300",0.398201497909823,"causal.forest","all.covariates.correct","C"
"2197","300",-0.135910359568435,"ipw","all.covariates.correct","C"
"2198","300",-0.226165260318996,"t-learner","all.covariates.correct","C"
"2199","300",-0.323489279973397,"aipw","all.covariates.correct","C"
"2200","300",0.914303659263014,"tmle","all.covariates.correct","C"
"2201","300",0.802318199612964,"causal.forest","minimal.set","C"
"2202","300",-0.54834926916662,"ipw","minimal.set","C"
"2203","300",-0.16870639527082,"t-learner","minimal.set","C"
"2204","300",-0.298787298477714,"aipw","minimal.set","C"
"2205","300",0.884165960090602,"tmle","minimal.set","C"
"2206","300",0.0705617516147955,"causal.forest","all.covariates.wrong","D"
"2207","300",0.456926635981336,"ipw","all.covariates.wrong","D"
"2208","300",0.31416120016405,"t-learner","all.covariates.wrong","D"
"2209","300",0.389309479864032,"aipw","all.covariates.wrong","D"
"2210","300",-0.00514972068801178,"tmle","all.covariates.wrong","D"
"2211","300",0.121896989515867,"causal.forest","all.covariates.correct","D"
"2212","300",0.395439087950231,"ipw","all.covariates.correct","D"
"2213","300",0.299640856846694,"t-learner","all.covariates.correct","D"
"2214","300",0.309332485965836,"aipw","all.covariates.correct","D"
"2215","300",0.123983909189245,"tmle","all.covariates.correct","D"
"2216","300",0.0751525052356163,"causal.forest","minimal.set","D"
"2217","300",NA,"ipw","minimal.set","D"
"2218","300",0.208481929755546,"t-learner","minimal.set","D"
"2219","300",NA,"aipw","minimal.set","D"
"2220","300",-0.0213627608374676,"tmle","minimal.set","D"
"2221","300",0.578587908788853,"causal.forest","all.covariates.wrong","A"
"2222","300",0.968387328794412,"ipw","all.covariates.wrong","A"
"2223","300",0.851117554775076,"t-learner","all.covariates.wrong","A"
"2224","300",0.834268641476194,"aipw","all.covariates.wrong","A"
"2225","300",0.506729343028453,"tmle","all.covariates.wrong","A"
"2226","300",0.578184417731525,"causal.forest","all.covariates.correct","A"
"2227","300",0.991909312008656,"ipw","all.covariates.correct","A"
"2228","300",0.852977023929953,"t-learner","all.covariates.correct","A"
"2229","300",0.79645464238738,"aipw","all.covariates.correct","A"
"2230","300",0.528654555019757,"tmle","all.covariates.correct","A"
"2231","300",0.496098990171039,"causal.forest","minimal.set","A"
"2232","300",1.54945563085244,"ipw","minimal.set","A"
"2233","300",0.826742274991886,"t-learner","minimal.set","A"
"2234","300",0.651420806664169,"aipw","minimal.set","A"
"2235","300",0.534598800236945,"tmle","minimal.set","A"
"2236","300",0.912103824318911,"causal.forest","all.covariates.wrong","B"
"2237","300",0.946068686161152,"ipw","all.covariates.wrong","B"
"2238","300",0.939040420299522,"t-learner","all.covariates.wrong","B"
"2239","300",0.933144944326984,"aipw","all.covariates.wrong","B"
"2240","300",0.882915554890632,"tmle","all.covariates.wrong","B"
"2241","300",0.821427487872064,"causal.forest","all.covariates.correct","B"
"2242","300",0.89817754203352,"ipw","all.covariates.correct","B"
"2243","300",0.983401498487629,"t-learner","all.covariates.correct","B"
"2244","300",0.954537035030406,"aipw","all.covariates.correct","B"
"2245","300",0.860060760779576,"tmle","all.covariates.correct","B"
"2246","300",0.838598620478162,"causal.forest","minimal.set","B"
"2247","300",0.980135833157482,"ipw","minimal.set","B"
"2248","300",0.956605677614513,"t-learner","minimal.set","B"
"2249","300",0.995297628427043,"aipw","minimal.set","B"
"2250","300",0.906656238179742,"tmle","minimal.set","B"
"2251","300",-0.0531213131981775,"causal.forest","all.covariates.wrong","C"
"2252","300",-0.49757262568608,"ipw","all.covariates.wrong","C"
"2253","300",-0.5248682582511,"t-learner","all.covariates.wrong","C"
"2254","300",-0.455338648821311,"aipw","all.covariates.wrong","C"
"2255","300",0.729094284121847,"tmle","all.covariates.wrong","C"
"2256","300",0.197388269745479,"causal.forest","all.covariates.correct","C"
"2257","300",-0.434684551221431,"ipw","all.covariates.correct","C"
"2258","300",-0.59153015112912,"t-learner","all.covariates.correct","C"
"2259","300",-0.434437118352742,"aipw","all.covariates.correct","C"
"2260","300",0.807578896497973,"tmle","all.covariates.correct","C"
"2261","300",0.444911273732674,"causal.forest","minimal.set","C"
"2262","300",0.0933869623541749,"ipw","minimal.set","C"
"2263","300",-0.513267323445523,"t-learner","minimal.set","C"
"2264","300",-0.271532170920456,"aipw","minimal.set","C"
"2265","300",0.364424433806898,"tmle","minimal.set","C"
"2266","300",0.503134334554663,"causal.forest","all.covariates.wrong","D"
"2267","300",0.646720462759215,"ipw","all.covariates.wrong","D"
"2268","300",0.672763335883705,"t-learner","all.covariates.wrong","D"
"2269","300",0.698123015487976,"aipw","all.covariates.wrong","D"
"2270","300",0.219879005340776,"tmle","all.covariates.wrong","D"
"2271","300",0.464000071741296,"causal.forest","all.covariates.correct","D"
"2272","300",0.725180073592518,"ipw","all.covariates.correct","D"
"2273","300",0.63763235715082,"t-learner","all.covariates.correct","D"
"2274","300",0.628979288219423,"aipw","all.covariates.correct","D"
"2275","300",0.234017024906142,"tmle","all.covariates.correct","D"
"2276","300",0.31583569992842,"causal.forest","minimal.set","D"
"2277","300",NA,"ipw","minimal.set","D"
"2278","300",0.647122863989737,"t-learner","minimal.set","D"
"2279","300",NA,"aipw","minimal.set","D"
"2280","300",0.392686310992694,"tmle","minimal.set","D"
"2281","300",0.531377669364994,"causal.forest","all.covariates.wrong","A"
"2282","300",0.781980748455124,"ipw","all.covariates.wrong","A"
"2283","300",0.647181386927617,"t-learner","all.covariates.wrong","A"
"2284","300",0.66522812426584,"aipw","all.covariates.wrong","A"
"2285","300",0.567411010944222,"tmle","all.covariates.wrong","A"
"2286","300",0.563507772687112,"causal.forest","all.covariates.correct","A"
"2287","300",0.677884387539489,"ipw","all.covariates.correct","A"
"2288","300",0.676256962668864,"t-learner","all.covariates.correct","A"
"2289","300",0.650116800950589,"aipw","all.covariates.correct","A"
"2290","300",0.531770464751517,"tmle","all.covariates.correct","A"
"2291","300",0.421003874528421,"causal.forest","minimal.set","A"
"2292","300",1.3329284165857,"ipw","minimal.set","A"
"2293","300",0.704875060696603,"t-learner","minimal.set","A"
"2294","300",0.583613513683597,"aipw","minimal.set","A"
"2295","300",0.431866809366175,"tmle","minimal.set","A"
"2296","300",0.896037110540999,"causal.forest","all.covariates.wrong","B"
"2297","300",1.03205490413259,"ipw","all.covariates.wrong","B"
"2298","300",0.988251818350926,"t-learner","all.covariates.wrong","B"
"2299","300",0.997860793435582,"aipw","all.covariates.wrong","B"
"2300","300",0.887507491406753,"tmle","all.covariates.wrong","B"
"2301","300",0.943075629863143,"causal.forest","all.covariates.correct","B"
"2302","300",0.977338673063885,"ipw","all.covariates.correct","B"
"2303","300",1.00942073106813,"t-learner","all.covariates.correct","B"
"2304","300",0.954287656650263,"aipw","all.covariates.correct","B"
"2305","300",0.895770585985983,"tmle","all.covariates.correct","B"
"2306","300",0.926029429432938,"causal.forest","minimal.set","B"
"2307","300",1.04781787519284,"ipw","minimal.set","B"
"2308","300",0.970696034816317,"t-learner","minimal.set","B"
"2309","300",1.1121132633044,"aipw","minimal.set","B"
"2310","300",0.969242659855806,"tmle","minimal.set","B"
"2311","300",0.402552871574224,"causal.forest","all.covariates.wrong","C"
"2312","300",-0.211484924069027,"ipw","all.covariates.wrong","C"
"2313","300",-0.199096830832871,"t-learner","all.covariates.wrong","C"
"2314","300",-0.174482291096564,"aipw","all.covariates.wrong","C"
"2315","300",0.778893296863787,"tmle","all.covariates.wrong","C"
"2316","300",0.500679114820459,"causal.forest","all.covariates.correct","C"
"2317","300",-0.227933639896071,"ipw","all.covariates.correct","C"
"2318","300",-0.170701885398698,"t-learner","all.covariates.correct","C"
"2319","300",-0.180758004066555,"aipw","all.covariates.correct","C"
"2320","300",0.855085185240819,"tmle","all.covariates.correct","C"
"2321","300",0.859967067377132,"causal.forest","minimal.set","C"
"2322","300",-0.585404134539642,"ipw","minimal.set","C"
"2323","300",-0.12291212726945,"t-learner","minimal.set","C"
"2324","300",-0.535384906598395,"aipw","minimal.set","C"
"2325","300",0.875271508273274,"tmle","minimal.set","C"
"2326","300",0.441495537450661,"causal.forest","all.covariates.wrong","D"
"2327","300",0.977716700353366,"ipw","all.covariates.wrong","D"
"2328","300",0.697362788696319,"t-learner","all.covariates.wrong","D"
"2329","300",0.846904744655047,"aipw","all.covariates.wrong","D"
"2330","300",0.191705649600394,"tmle","all.covariates.wrong","D"
"2331","300",0.400255262837849,"causal.forest","all.covariates.correct","D"
"2332","300",0.962214447013851,"ipw","all.covariates.correct","D"
"2333","300",0.665642745747335,"t-learner","all.covariates.correct","D"
"2334","300",0.730719691828012,"aipw","all.covariates.correct","D"
"2335","300",0.225871314167711,"tmle","all.covariates.correct","D"
"2336","300",0.214996316889556,"causal.forest","minimal.set","D"
"2337","300",NA,"ipw","minimal.set","D"
"2338","300",0.575531550120751,"t-learner","minimal.set","D"
"2339","300",NA,"aipw","minimal.set","D"
"2340","300",0.328727560601098,"tmle","minimal.set","D"
"2341","300",0.615382062429228,"causal.forest","all.covariates.wrong","A"
"2342","300",0.991458267619157,"ipw","all.covariates.wrong","A"
"2343","300",0.812762067339451,"t-learner","all.covariates.wrong","A"
"2344","300",0.824399515862471,"aipw","all.covariates.wrong","A"
"2345","300",0.575442801527839,"tmle","all.covariates.wrong","A"
"2346","300",0.603458058461393,"causal.forest","all.covariates.correct","A"
"2347","300",1.02045772123179,"ipw","all.covariates.correct","A"
"2348","300",0.807274804680923,"t-learner","all.covariates.correct","A"
"2349","300",0.833356625430241,"aipw","all.covariates.correct","A"
"2350","300",0.584400583281357,"tmle","all.covariates.correct","A"
"2351","300",0.585678896062719,"causal.forest","minimal.set","A"
"2352","300",1.12684342161774,"ipw","minimal.set","A"
"2353","300",0.807519714024479,"t-learner","minimal.set","A"
"2354","300",0.837952602467578,"aipw","minimal.set","A"
"2355","300",0.645305306892723,"tmle","minimal.set","A"
"2356","300",0.837257244495135,"causal.forest","all.covariates.wrong","B"
"2357","300",0.941003573691539,"ipw","all.covariates.wrong","B"
"2358","300",0.869823405153202,"t-learner","all.covariates.wrong","B"
"2359","300",0.823122058061653,"aipw","all.covariates.wrong","B"
"2360","300",0.783630045324652,"tmle","all.covariates.wrong","B"
"2361","300",0.852405844350971,"causal.forest","all.covariates.correct","B"
"2362","300",0.869131424857988,"ipw","all.covariates.correct","B"
"2363","300",0.854559923222748,"t-learner","all.covariates.correct","B"
"2364","300",0.846761495234024,"aipw","all.covariates.correct","B"
"2365","300",0.759789489250931,"tmle","all.covariates.correct","B"
"2366","300",0.70543493905011,"causal.forest","minimal.set","B"
"2367","300",0.906518393111125,"ipw","minimal.set","B"
"2368","300",0.876142731227718,"t-learner","minimal.set","B"
"2369","300",0.876221893512832,"aipw","minimal.set","B"
"2370","300",0.725295824160574,"tmle","minimal.set","B"
"2371","300",0.146947416882769,"causal.forest","all.covariates.wrong","C"
"2372","300",-0.664774751033205,"ipw","all.covariates.wrong","C"
"2373","300",-0.712131123344693,"t-learner","all.covariates.wrong","C"
"2374","300",-0.96216912551885,"aipw","all.covariates.wrong","C"
"2375","300",0.909695225348197,"tmle","all.covariates.wrong","C"
"2376","300",0.249683590028784,"causal.forest","all.covariates.correct","C"
"2377","300",-0.892706553381114,"ipw","all.covariates.correct","C"
"2378","300",-0.804186518888735,"t-learner","all.covariates.correct","C"
"2379","300",-0.821604024321338,"aipw","all.covariates.correct","C"
"2380","300",0.897492514180372,"tmle","all.covariates.correct","C"
"2381","300",0.508713736367243,"causal.forest","minimal.set","C"
"2382","300",-0.491254695986369,"ipw","minimal.set","C"
"2383","300",-0.706915749307832,"t-learner","minimal.set","C"
"2384","300",-0.709854244563596,"aipw","minimal.set","C"
"2385","300",0.32672586397845,"tmle","minimal.set","C"
"2386","300",0.30986775305691,"causal.forest","all.covariates.wrong","D"
"2387","300",0.463153609050844,"ipw","all.covariates.wrong","D"
"2388","300",0.525807855146661,"t-learner","all.covariates.wrong","D"
"2389","300",0.491787260494424,"aipw","all.covariates.wrong","D"
"2390","300",0.167923949494259,"tmle","all.covariates.wrong","D"
"2391","300",0.320112530911495,"causal.forest","all.covariates.correct","D"
"2392","300",0.550081510082599,"ipw","all.covariates.correct","D"
"2393","300",0.455101539779835,"t-learner","all.covariates.correct","D"
"2394","300",0.498444666759433,"aipw","all.covariates.correct","D"
"2395","300",0.127350870805733,"tmle","all.covariates.correct","D"
"2396","300",0.0595320547408643,"causal.forest","minimal.set","D"
"2397","300",1.75999250973174,"ipw","minimal.set","D"
"2398","300",0.37604185557351,"t-learner","minimal.set","D"
"2399","300",0.5722295320257,"aipw","minimal.set","D"
"2400","300",0.105553311460711,"tmle","minimal.set","D"
"2401","300",0.658584488089598,"causal.forest","all.covariates.wrong","A"
"2402","300",1.03931912305159,"ipw","all.covariates.wrong","A"
"2403","300",0.824182253860634,"t-learner","all.covariates.wrong","A"
"2404","300",0.769785513644058,"aipw","all.covariates.wrong","A"
"2405","300",0.615817828613825,"tmle","all.covariates.wrong","A"
"2406","300",0.644626881814136,"causal.forest","all.covariates.correct","A"
"2407","300",0.863108137360125,"ipw","all.covariates.correct","A"
"2408","300",0.832291231939219,"t-learner","all.covariates.correct","A"
"2409","300",0.781936748432636,"aipw","all.covariates.correct","A"
"2410","300",0.616612176104848,"tmle","all.covariates.correct","A"
"2411","300",0.586500629179905,"causal.forest","minimal.set","A"
"2412","300",1.49440659374647,"ipw","minimal.set","A"
"2413","300",0.839600297030959,"t-learner","minimal.set","A"
"2414","300",0.764854610265769,"aipw","minimal.set","A"
"2415","300",0.617864481127632,"tmle","minimal.set","A"
"2416","300",0.955560779365263,"causal.forest","all.covariates.wrong","B"
"2417","300",1.07538841736578,"ipw","all.covariates.wrong","B"
"2418","300",0.919597863161325,"t-learner","all.covariates.wrong","B"
"2419","300",0.919609778765863,"aipw","all.covariates.wrong","B"
"2420","300",1.0130413712674,"tmle","all.covariates.wrong","B"
"2421","300",0.961222127225836,"causal.forest","all.covariates.correct","B"
"2422","300",0.955072142138335,"ipw","all.covariates.correct","B"
"2423","300",0.922518516422875,"t-learner","all.covariates.correct","B"
"2424","300",0.918503490749131,"aipw","all.covariates.correct","B"
"2425","300",1.00297582630689,"tmle","all.covariates.correct","B"
"2426","300",0.931508770020906,"causal.forest","minimal.set","B"
"2427","300",0.93896268762542,"ipw","minimal.set","B"
"2428","300",0.942981351551564,"t-learner","minimal.set","B"
"2429","300",0.889334023433372,"aipw","minimal.set","B"
"2430","300",1.03212362478525,"tmle","minimal.set","B"
"2431","300",0.634307434936154,"causal.forest","all.covariates.wrong","C"
"2432","300",0.0927911587254761,"ipw","all.covariates.wrong","C"
"2433","300",0.0868319626728029,"t-learner","all.covariates.wrong","C"
"2434","300",-0.0978213450144485,"aipw","all.covariates.wrong","C"
"2435","300",0.969759184338931,"tmle","all.covariates.wrong","C"
"2436","300",0.642249632034879,"causal.forest","all.covariates.correct","C"
"2437","300",0.153383831667307,"ipw","all.covariates.correct","C"
"2438","300",0.0777441639112313,"t-learner","all.covariates.correct","C"
"2439","300",-0.123853581398839,"aipw","all.covariates.correct","C"
"2440","300",0.956949741519179,"tmle","all.covariates.correct","C"
"2441","300",1.20861539713884,"causal.forest","minimal.set","C"
"2442","300",0.136181975718727,"ipw","minimal.set","C"
"2443","300",0.110563891481415,"t-learner","minimal.set","C"
"2444","300",-0.191387259795989,"aipw","minimal.set","C"
"2445","300",1.25740836427511,"tmle","minimal.set","C"
"2446","300",0.523402084369286,"causal.forest","all.covariates.wrong","D"
"2447","300",1.00032405745706,"ipw","all.covariates.wrong","D"
"2448","300",0.783358100310356,"t-learner","all.covariates.wrong","D"
"2449","300",0.816103981963844,"aipw","all.covariates.wrong","D"
"2450","300",0.366383218550728,"tmle","all.covariates.wrong","D"
"2451","300",0.612814349426728,"causal.forest","all.covariates.correct","D"
"2452","300",1.13583132637861,"ipw","all.covariates.correct","D"
"2453","300",0.850580058335903,"t-learner","all.covariates.correct","D"
"2454","300",0.90586106775432,"aipw","all.covariates.correct","D"
"2455","300",0.371538124822343,"tmle","all.covariates.correct","D"
"2456","300",0.373809757709545,"causal.forest","minimal.set","D"
"2457","300",NA,"ipw","minimal.set","D"
"2458","300",0.797043186959275,"t-learner","minimal.set","D"
"2459","300",NA,"aipw","minimal.set","D"
"2460","300",0.320687892494012,"tmle","minimal.set","D"
"2461","300",0.527562768714996,"causal.forest","all.covariates.wrong","A"
"2462","300",0.801137019508844,"ipw","all.covariates.wrong","A"
"2463","300",0.794150056251933,"t-learner","all.covariates.wrong","A"
"2464","300",0.815339970246433,"aipw","all.covariates.wrong","A"
"2465","300",0.452947691290091,"tmle","all.covariates.wrong","A"
"2466","300",0.529088140198584,"causal.forest","all.covariates.correct","A"
"2467","300",0.892197757097168,"ipw","all.covariates.correct","A"
"2468","300",0.796623481083654,"t-learner","all.covariates.correct","A"
"2469","300",0.806387185320475,"aipw","all.covariates.correct","A"
"2470","300",0.505276582103,"tmle","all.covariates.correct","A"
"2471","300",0.439814947455881,"causal.forest","minimal.set","A"
"2472","300",1.38715089309494,"ipw","minimal.set","A"
"2473","300",0.811334453375175,"t-learner","minimal.set","A"
"2474","300",0.869699463657613,"aipw","minimal.set","A"
"2475","300",0.47066919641044,"tmle","minimal.set","A"
"2476","300",0.913286986069414,"causal.forest","all.covariates.wrong","B"
"2477","300",0.850018461624655,"ipw","all.covariates.wrong","B"
"2478","300",0.856543614971103,"t-learner","all.covariates.wrong","B"
