"","sample.size","estimate","estimator","subset","simulation"
"ipw314","100",0.688592367330328,"ipw","minimal.set","A"
"t-learner314","100",0.679615250841726,"t-learner","minimal.set","A"
"aipw314","100",0.659602327079945,"aipw","minimal.set","A"
"ipw315","100",0.849251458013438,"ipw","all.covariates","B"
"t-learner315","100",0.876956054756487,"t-learner","all.covariates","B"
"aipw315","100",0.952873476888876,"aipw","all.covariates","B"
"ipw316","100",0.841543340937256,"ipw","smart","B"
"t-learner316","100",0.916881314184011,"t-learner","smart","B"
"aipw316","100",0.94151670273597,"aipw","smart","B"
"ipw317","100",0.727339028144972,"ipw","minimal.set","B"
"t-learner317","100",0.799779619037686,"t-learner","minimal.set","B"
"aipw317","100",0.90241796572266,"aipw","minimal.set","B"
"ipw318","100",-1.22256346385173,"ipw","all.covariates","C"
"t-learner318","100",-1.15341813668128,"t-learner","all.covariates","C"
"aipw318","100",-1.06179251190358,"aipw","all.covariates","C"
"ipw319","100",-1.74572669899557,"ipw","smart","C"
"t-learner319","100",-0.915967705702437,"t-learner","smart","C"
"aipw319","100",-1.20395444194437,"aipw","smart","C"
"ipw320","100",-1.55680996936041,"ipw","minimal.set","C"
"t-learner320","100",-1.0660256660898,"t-learner","minimal.set","C"
"aipw320","100",-1.27663146868825,"aipw","minimal.set","C"
"ipw321","100",1.15253497716873,"ipw","all.covariates","D"
"t-learner321","100",0.854874251490053,"t-learner","all.covariates","D"
"aipw321","100",0.955064120033818,"aipw","all.covariates","D"
"ipw322","100",1.35994640714779,"ipw","smart","D"
"t-learner322","100",0.82048205671192,"t-learner","smart","D"
"aipw322","100",0.918644655769929,"aipw","smart","D"
"ipw323","100",1.01174995187227,"ipw","minimal.set","D"
"t-learner323","100",0.841380255276329,"t-learner","minimal.set","D"
"aipw323","100",0.875024211390691,"aipw","minimal.set","D"
"ipw324","100",0.737965723322045,"ipw","all.covariates","A"
"t-learner324","100",0.695783855573417,"t-learner","all.covariates","A"
"aipw324","100",0.675040688839997,"aipw","all.covariates","A"
"ipw325","100",0.746509636875193,"ipw","smart","A"
"t-learner325","100",0.708947355720193,"t-learner","smart","A"
"aipw325","100",0.634203377286955,"aipw","smart","A"
"ipw326","100",0.866897343834177,"ipw","minimal.set","A"
"t-learner326","100",0.68485537105307,"t-learner","minimal.set","A"
"aipw326","100",0.590984471049371,"aipw","minimal.set","A"
"ipw327","100",0.662669529544644,"ipw","all.covariates","B"
"t-learner327","100",0.697343832021771,"t-learner","all.covariates","B"
"aipw327","100",0.670667138601008,"aipw","all.covariates","B"
"ipw328","100",0.731490822588179,"ipw","smart","B"
"t-learner328","100",0.727045967100359,"t-learner","smart","B"
"aipw328","100",0.689914334721513,"aipw","smart","B"
"ipw329","100",0.729097983291259,"ipw","minimal.set","B"
"t-learner329","100",0.705135195331107,"t-learner","minimal.set","B"
"aipw329","100",0.568181559658765,"aipw","minimal.set","B"
"ipw330","100",-0.483387093815961,"ipw","all.covariates","C"
"t-learner330","100",-0.696144020705553,"t-learner","all.covariates","C"
"aipw330","100",-0.572503139994506,"aipw","all.covariates","C"
"ipw331","100",-0.3651854981242,"ipw","smart","C"
"t-learner331","100",-0.728100587318354,"t-learner","smart","C"
"aipw331","100",-0.507384957162659,"aipw","smart","C"
"ipw332","100",-0.296720025873734,"ipw","minimal.set","C"
"t-learner332","100",-0.749746793695928,"t-learner","minimal.set","C"
"aipw332","100",-0.333925380762001,"aipw","minimal.set","C"
"ipw333","100",1.22214498429921,"ipw","all.covariates","D"
"t-learner333","100",1.0126425452997,"t-learner","all.covariates","D"
"aipw333","100",1.00392278286622,"aipw","all.covariates","D"
"ipw334","100",2.01646610281784,"ipw","smart","D"
"t-learner334","100",1.07201470587509,"t-learner","smart","D"
"aipw334","100",0.830120511979385,"aipw","smart","D"
"ipw335","100",1.35733552006895,"ipw","minimal.set","D"
"t-learner335","100",1.01084759322297,"t-learner","minimal.set","D"
"aipw335","100",-0.204455154811439,"aipw","minimal.set","D"
"ipw336","100",0.83030755294718,"ipw","all.covariates","A"
"t-learner336","100",0.738823064357942,"t-learner","all.covariates","A"
"aipw336","100",0.739006964822155,"aipw","all.covariates","A"
"ipw337","100",0.679315559688522,"ipw","smart","A"
"t-learner337","100",0.733422152662756,"t-learner","smart","A"
"aipw337","100",0.743467304037583,"aipw","smart","A"
"ipw338","100",1.2093780371114,"ipw","minimal.set","A"
"t-learner338","100",0.766363157028882,"t-learner","minimal.set","A"
"aipw338","100",0.683574390562544,"aipw","minimal.set","A"
"ipw339","100",0.925171765633447,"ipw","all.covariates","B"
"t-learner339","100",0.944665495845112,"t-learner","all.covariates","B"
"aipw339","100",0.937808545442095,"aipw","all.covariates","B"
"ipw340","100",0.969514854506801,"ipw","smart","B"
"t-learner340","100",0.826247839186646,"t-learner","smart","B"
"aipw340","100",0.878547925223612,"aipw","smart","B"
"ipw341","100",1.01049905544168,"ipw","minimal.set","B"
"t-learner341","100",0.891971590252151,"t-learner","minimal.set","B"
"aipw341","100",0.878812167945899,"aipw","minimal.set","B"
"ipw342","100",0.375601659140864,"ipw","all.covariates","C"
"t-learner342","100",0.274862494004429,"t-learner","all.covariates","C"
"aipw342","100",0.372656953928396,"aipw","all.covariates","C"
"ipw343","100",0.285029569917677,"ipw","smart","C"
"t-learner343","100",0.400717096299022,"t-learner","smart","C"
"aipw343","100",0.178128705310941,"aipw","smart","C"
"ipw344","100",-0.249725145803822,"ipw","minimal.set","C"
"t-learner344","100",0.302717624877168,"t-learner","minimal.set","C"
"aipw344","100",0.024901008228171,"aipw","minimal.set","C"
"ipw345","100",0.255240232207667,"ipw","all.covariates","D"
"t-learner345","100",0.305709661149264,"t-learner","all.covariates","D"
"aipw345","100",0.0974499871791238,"aipw","all.covariates","D"
"ipw346","100",0.36449472433179,"ipw","smart","D"
"t-learner346","100",0.373513762633306,"t-learner","smart","D"
"aipw346","100",0.222148928087981,"aipw","smart","D"
"ipw347","100",0.588389134465503,"ipw","minimal.set","D"
"t-learner347","100",0.319540032794537,"t-learner","minimal.set","D"
"aipw347","100",0.279563379224582,"aipw","minimal.set","D"
"ipw348","100",0.496474843553075,"ipw","all.covariates","A"
"t-learner348","100",0.694198694548278,"t-learner","all.covariates","A"
"aipw348","100",0.737144356489538,"aipw","all.covariates","A"
"ipw349","100",0.535737386463201,"ipw","smart","A"
"t-learner349","100",0.694249228127406,"t-learner","smart","A"
"aipw349","100",0.736208684735476,"aipw","smart","A"
"ipw350","100",0.579345634893599,"ipw","minimal.set","A"
"t-learner350","100",0.705741565786458,"t-learner","minimal.set","A"
"aipw350","100",0.730144690832608,"aipw","minimal.set","A"
"ipw351","100",0.74680905409016,"ipw","all.covariates","B"
"t-learner351","100",0.777123757418091,"t-learner","all.covariates","B"
"aipw351","100",0.72465431061811,"aipw","all.covariates","B"
"ipw352","100",0.684116349749807,"ipw","smart","B"
"t-learner352","100",0.75360752966044,"t-learner","smart","B"
"aipw352","100",0.721127231119061,"aipw","smart","B"
"ipw353","100",0.692759436778456,"ipw","minimal.set","B"
"t-learner353","100",0.717934029521219,"t-learner","minimal.set","B"
"aipw353","100",0.694002213458528,"aipw","minimal.set","B"
"ipw354","100",-0.553791266801771,"ipw","all.covariates","C"
"t-learner354","100",-0.805325191448281,"t-learner","all.covariates","C"
"aipw354","100",-0.521724254141684,"aipw","all.covariates","C"
"ipw355","100",-0.565226182692849,"ipw","smart","C"
"t-learner355","100",-0.888973101659641,"t-learner","smart","C"
"aipw355","100",-0.497914194242723,"aipw","smart","C"
"ipw356","100",-0.775676672182452,"ipw","minimal.set","C"
"t-learner356","100",-0.793662171627455,"t-learner","minimal.set","C"
"aipw356","100",-0.737178962265319,"aipw","minimal.set","C"
"ipw357","100",0.529158139747296,"ipw","all.covariates","D"
"t-learner357","100",0.527215601355161,"t-learner","all.covariates","D"
"aipw357","100",0.440870015009637,"aipw","all.covariates","D"
"ipw358","100",0.609855584293506,"ipw","smart","D"
"t-learner358","100",0.548016499393691,"t-learner","smart","D"
"aipw358","100",0.515638631427319,"aipw","smart","D"
"ipw359","100",0.34372536521365,"ipw","minimal.set","D"
"t-learner359","100",0.497879401910636,"t-learner","minimal.set","D"
"aipw359","100",0.389666158629057,"aipw","minimal.set","D"
"ipw360","300",0.962646090215444,"ipw","all.covariates","A"
"t-learner360","300",0.837357843834424,"t-learner","all.covariates","A"
"aipw360","300",0.799510507701131,"aipw","all.covariates","A"
"ipw361","300",1.25926700617576,"ipw","smart","A"
"t-learner361","300",0.810634955693619,"t-learner","smart","A"
"aipw361","300",0.820435265111128,"aipw","smart","A"
"ipw362","300",1.79133771475089,"ipw","minimal.set","A"
"t-learner362","300",0.825536050185153,"t-learner","minimal.set","A"
"aipw362","300",0.8579633011409,"aipw","minimal.set","A"
"ipw363","300",0.578889108907342,"ipw","all.covariates","B"
"t-learner363","300",0.608069143023619,"t-learner","all.covariates","B"
"aipw363","300",0.595920321661554,"aipw","all.covariates","B"
"ipw364","300",0.628759067029806,"ipw","smart","B"
"t-learner364","300",0.662787385877752,"t-learner","smart","B"
"aipw364","300",0.642298297533405,"aipw","smart","B"
"ipw365","300",0.633842727477605,"ipw","minimal.set","B"
"t-learner365","300",0.636929736401845,"t-learner","minimal.set","B"
"aipw365","300",0.623680986548497,"aipw","minimal.set","B"
"ipw366","300",-0.506182568858807,"ipw","all.covariates","C"
"t-learner366","300",-0.159431676969847,"t-learner","all.covariates","C"
"aipw366","300",-0.583340801823223,"aipw","all.covariates","C"
"ipw367","300",-0.376335706861461,"ipw","smart","C"
"t-learner367","300",-0.279989167985144,"t-learner","smart","C"
"aipw367","300",-0.422496054913565,"aipw","smart","C"
"ipw368","300",-0.519641200709406,"ipw","minimal.set","C"
"t-learner368","300",-0.259238018460853,"t-learner","minimal.set","C"
"aipw368","300",-0.604711532455941,"aipw","minimal.set","C"
"ipw369","300",0.617204904172904,"ipw","all.covariates","D"
"t-learner369","300",0.57362028945315,"t-learner","all.covariates","D"
"aipw369","300",0.541157598641319,"aipw","all.covariates","D"
"ipw370","300",0.730657924033657,"ipw","smart","D"
"t-learner370","300",0.494881850432891,"t-learner","smart","D"
"aipw370","300",0.599575669042288,"aipw","smart","D"
"ipw371","300",Inf,"ipw","minimal.set","D"
"t-learner371","300",0.500676653159204,"t-learner","minimal.set","D"
"aipw371","300",-Inf,"aipw","minimal.set","D"
"ipw372","300",1.01222446922518,"ipw","all.covariates","A"
"t-learner372","300",0.760434010307416,"t-learner","all.covariates","A"
"aipw372","300",0.768252280825036,"aipw","all.covariates","A"
"ipw373","300",1.16567457004086,"ipw","smart","A"
"t-learner373","300",0.766307026784654,"t-learner","smart","A"
"aipw373","300",0.719961492241582,"aipw","smart","A"
"ipw374","300",1.2880165555149,"ipw","minimal.set","A"
"t-learner374","300",0.779250046307927,"t-learner","minimal.set","A"
"aipw374","300",0.68857364100017,"aipw","minimal.set","A"
"ipw375","300",0.976141849027853,"ipw","all.covariates","B"
"t-learner375","300",0.963863345914127,"t-learner","all.covariates","B"
"aipw375","300",0.837215856537662,"aipw","all.covariates","B"
"ipw376","300",0.942692716042609,"ipw","smart","B"
"t-learner376","300",0.919156071681676,"t-learner","smart","B"
"aipw376","300",0.871773253707299,"aipw","smart","B"
"ipw377","300",1.03238532248234,"ipw","minimal.set","B"
"t-learner377","300",0.925096639869957,"t-learner","minimal.set","B"
"aipw377","300",0.857150691903818,"aipw","minimal.set","B"
"ipw378","300",-0.142186459125522,"ipw","all.covariates","C"
"t-learner378","300",-0.2437245566238,"t-learner","all.covariates","C"
"aipw378","300",-0.140080187488102,"aipw","all.covariates","C"
"ipw379","300",-0.145495638174751,"ipw","smart","C"
"t-learner379","300",-0.206646900538876,"t-learner","smart","C"
"aipw379","300",0.011804379244487,"aipw","smart","C"
"ipw380","300",0.312666833417174,"ipw","minimal.set","C"
"t-learner380","300",-0.342870359890848,"t-learner","minimal.set","C"
"aipw380","300",0.227733905013716,"aipw","minimal.set","C"
"ipw381","300",0.993825108714384,"ipw","all.covariates","D"
"t-learner381","300",0.838667482994872,"t-learner","all.covariates","D"
"aipw381","300",0.903014580302344,"aipw","all.covariates","D"
"ipw382","300",1.27161568110325,"ipw","smart","D"
"t-learner382","300",0.823701575283416,"t-learner","smart","D"
"aipw382","300",0.946240456085999,"aipw","smart","D"
"ipw383","300",2.31504469560276,"ipw","minimal.set","D"
"t-learner383","300",0.783190881198722,"t-learner","minimal.set","D"
"aipw383","300",0.580063378370001,"aipw","minimal.set","D"
"ipw384","300",0.913773233177081,"ipw","all.covariates","A"
"t-learner384","300",0.839472991605538,"t-learner","all.covariates","A"
"aipw384","300",0.825022180284277,"aipw","all.covariates","A"
"ipw385","300",1.28468981235295,"ipw","smart","A"
"t-learner385","300",0.855376899076464,"t-learner","smart","A"
"aipw385","300",0.838050500470574,"aipw","smart","A"
"ipw386","300",1.81442680266518,"ipw","minimal.set","A"
"t-learner386","300",0.865220988751784,"t-learner","minimal.set","A"
"aipw386","300",0.880555961310882,"aipw","minimal.set","A"
"ipw387","300",0.938004425961669,"ipw","all.covariates","B"
"t-learner387","300",0.922908652129296,"t-learner","all.covariates","B"
"aipw387","300",0.927321513877791,"aipw","all.covariates","B"
"ipw388","300",0.882849672629449,"ipw","smart","B"
"t-learner388","300",0.999899557177074,"t-learner","smart","B"
"aipw388","300",0.977376953976395,"aipw","smart","B"
"ipw389","300",0.984796086198026,"ipw","minimal.set","B"
"t-learner389","300",0.941790065718035,"t-learner","minimal.set","B"
"aipw389","300",0.956050866352927,"aipw","minimal.set","B"
"ipw390","300",-0.587659653830565,"ipw","all.covariates","C"
"t-learner390","300",-0.730751690456142,"t-learner","all.covariates","C"
"aipw390","300",-0.807995939326871,"aipw","all.covariates","C"
"ipw391","300",-0.498371490700329,"ipw","smart","C"
"t-learner391","300",-0.727433920002351,"t-learner","smart","C"
"aipw391","300",-0.662137970987164,"aipw","smart","C"
"ipw392","300",-0.390177513362302,"ipw","minimal.set","C"
"t-learner392","300",-0.60837828018198,"t-learner","minimal.set","C"
"aipw392","300",-0.723454153137359,"aipw","minimal.set","C"
"ipw393","300",0.81162629492123,"ipw","all.covariates","D"
"t-learner393","300",0.704274981105183,"t-learner","all.covariates","D"
"aipw393","300",0.673691455904859,"aipw","all.covariates","D"
"ipw394","300",1.30865099386128,"ipw","smart","D"
"t-learner394","300",0.700571880019408,"t-learner","smart","D"
"aipw394","300",0.701379671489007,"aipw","smart","D"
"ipw395","300",NA,"ipw","minimal.set","D"
"t-learner395","300",0.68509672057777,"t-learner","minimal.set","D"
"aipw395","300",NA,"aipw","minimal.set","D"
"ipw396","300",0.985428533831825,"ipw","all.covariates","A"
"t-learner396","300",0.837942646848473,"t-learner","all.covariates","A"
"aipw396","300",0.800220672345315,"aipw","all.covariates","A"
"ipw397","300",1.23250198215434,"ipw","smart","A"
"t-learner397","300",0.838413515205249,"t-learner","smart","A"
"aipw397","300",0.825727141870418,"aipw","smart","A"
"ipw398","300",2.6605510602017,"ipw","minimal.set","A"
"t-learner398","300",0.828243553505148,"t-learner","minimal.set","A"
"aipw398","300",0.920207419978739,"aipw","minimal.set","A"
"ipw399","300",0.97339197519983,"ipw","all.covariates","B"
"t-learner399","300",0.927080225869488,"t-learner","all.covariates","B"
"aipw399","300",0.958203535061326,"aipw","all.covariates","B"
"ipw400","300",1.0017448161056,"ipw","smart","B"
"t-learner400","300",0.936808242984532,"t-learner","smart","B"
"aipw400","300",0.956358678321594,"aipw","smart","B"
"ipw401","300",1.03359179457498,"ipw","minimal.set","B"
"t-learner401","300",0.931586217484371,"t-learner","minimal.set","B"
"aipw401","300",0.917866583967868,"aipw","minimal.set","B"
"ipw402","300",-0.465861817328436,"ipw","all.covariates","C"
"t-learner402","300",-0.53152640961251,"t-learner","all.covariates","C"
"aipw402","300",-0.537133108539936,"aipw","all.covariates","C"
"ipw403","300",-0.601897701165851,"ipw","smart","C"
"t-learner403","300",-0.537227662160221,"t-learner","smart","C"
"aipw403","300",-0.62973249557912,"aipw","smart","C"
"ipw404","300",-0.688385567208023,"ipw","minimal.set","C"
"t-learner404","300",-0.507894619356251,"t-learner","minimal.set","C"
"aipw404","300",-0.66806927085318,"aipw","minimal.set","C"
"ipw405","300",0.474649639453872,"ipw","all.covariates","D"
"t-learner405","300",0.381315376173413,"t-learner","all.covariates","D"
"aipw405","300",0.413802793311564,"aipw","all.covariates","D"
"ipw406","300",0.402400425195602,"ipw","smart","D"
"t-learner406","300",0.379482860816624,"t-learner","smart","D"
"aipw406","300",0.287621489296587,"aipw","smart","D"
"ipw407","300",0.603365145293212,"ipw","minimal.set","D"
"t-learner407","300",0.415117238514547,"t-learner","minimal.set","D"
"aipw407","300",0.401615554129189,"aipw","minimal.set","D"
"ipw408","300",0.822074940217801,"ipw","all.covariates","A"
"t-learner408","300",0.711460135843346,"t-learner","all.covariates","A"
"aipw408","300",0.728873115738362,"aipw","all.covariates","A"
"ipw409","300",0.823268817436604,"ipw","smart","A"
"t-learner409","300",0.748735019510306,"t-learner","smart","A"
"aipw409","300",0.764917932178492,"aipw","smart","A"
"ipw410","300",1.00051636195602,"ipw","minimal.set","A"
"t-learner410","300",0.732787323220613,"t-learner","minimal.set","A"
"aipw410","300",0.750742162914323,"aipw","minimal.set","A"
"ipw411","300",0.892131397648818,"ipw","all.covariates","B"
"t-learner411","300",0.938640907949749,"t-learner","all.covariates","B"
"aipw411","300",0.852236456499417,"aipw","all.covariates","B"
"ipw412","300",1.05808549562708,"ipw","smart","B"
"t-learner412","300",0.935078293742471,"t-learner","smart","B"
"aipw412","300",0.847732284573145,"aipw","smart","B"
"ipw413","300",1.02525251830277,"ipw","minimal.set","B"
"t-learner413","300",0.95782147980564,"t-learner","minimal.set","B"
"aipw413","300",0.815229898458707,"aipw","minimal.set","B"
"ipw414","300",-0.435916556653477,"ipw","all.covariates","C"
"t-learner414","300",-0.636242238422748,"t-learner","all.covariates","C"
"aipw414","300",-0.566640192319636,"aipw","all.covariates","C"
"ipw415","300",-0.595853266341768,"ipw","smart","C"
"t-learner415","300",-0.663511450592477,"t-learner","smart","C"
"aipw415","300",-0.734311452015648,"aipw","smart","C"
"ipw416","300",-0.708105772473815,"ipw","minimal.set","C"
"t-learner416","300",-0.582235053841303,"t-learner","minimal.set","C"
"aipw416","300",-0.780616981703325,"aipw","minimal.set","C"
"ipw417","300",0.665834653423108,"ipw","all.covariates","D"
"t-learner417","300",0.432390123547448,"t-learner","all.covariates","D"
"aipw417","300",0.52598152641703,"aipw","all.covariates","D"
"ipw418","300",0.917887275971318,"ipw","smart","D"
"t-learner418","300",0.487407758119136,"t-learner","smart","D"
"aipw418","300",0.374294176286026,"aipw","smart","D"
"ipw419","300",1.00006367384001,"ipw","minimal.set","D"
"t-learner419","300",0.467530835625889,"t-learner","minimal.set","D"
"aipw419","300",0.570862893853269,"aipw","minimal.set","D"
"ipw420","300",0.713702961925666,"ipw","all.covariates","A"
"t-learner420","300",0.705781486706055,"t-learner","all.covariates","A"
"aipw420","300",0.671713177558566,"aipw","all.covariates","A"
"ipw421","300",0.989348114497916,"ipw","smart","A"
"t-learner421","300",0.719309792413909,"t-learner","smart","A"
"aipw421","300",0.685327534890782,"aipw","smart","A"
"ipw422","300",1.06767129361869,"ipw","minimal.set","A"
"t-learner422","300",0.723897984365681,"t-learner","minimal.set","A"
"aipw422","300",0.647534666421792,"aipw","minimal.set","A"
"ipw423","300",0.770665872203532,"ipw","all.covariates","B"
"t-learner423","300",0.749528815178283,"t-learner","all.covariates","B"
"aipw423","300",0.858996356162168,"aipw","all.covariates","B"
"ipw424","300",0.786083243505697,"ipw","smart","B"
"t-learner424","300",0.811171606715201,"t-learner","smart","B"
"aipw424","300",0.830369994526237,"aipw","smart","B"
"ipw425","300",0.798404043299171,"ipw","minimal.set","B"
"t-learner425","300",0.802869950609297,"t-learner","minimal.set","B"
"aipw425","300",0.85579622406284,"aipw","minimal.set","B"
"ipw426","300",-0.389055629589942,"ipw","all.covariates","C"
"t-learner426","300",-0.488240207231699,"t-learner","all.covariates","C"
"aipw426","300",-0.48410858427464,"aipw","all.covariates","C"
"ipw427","300",-0.219038350765773,"ipw","smart","C"
"t-learner427","300",-0.422597472916825,"t-learner","smart","C"
"aipw427","300",-0.294198136869637,"aipw","smart","C"
"ipw428","300",-0.326661366057795,"ipw","minimal.set","C"
"t-learner428","300",-0.411359381571164,"t-learner","minimal.set","C"
"aipw428","300",-0.420150952640162,"aipw","minimal.set","C"
"ipw429","300",1.13160696042177,"ipw","all.covariates","D"
"t-learner429","300",0.739462217720753,"t-learner","all.covariates","D"
"aipw429","300",0.874698946001425,"aipw","all.covariates","D"
"ipw430","300",1.32790550479926,"ipw","smart","D"
"t-learner430","300",0.79828982630921,"t-learner","smart","D"
"aipw430","300",0.935780902254374,"aipw","smart","D"
"ipw431","300",NA,"ipw","minimal.set","D"
"t-learner431","300",0.790809665186838,"t-learner","minimal.set","D"
"aipw431","300",NA,"aipw","minimal.set","D"
"ipw432","300",1.04049413539397,"ipw","all.covariates","A"
"t-learner432","300",0.946925256960197,"t-learner","all.covariates","A"
"aipw432","300",0.982805975943677,"aipw","all.covariates","A"
"ipw433","300",1.43479663134389,"ipw","smart","A"
"t-learner433","300",0.978290046486238,"t-learner","smart","A"
"aipw433","300",1.00630964504349,"aipw","smart","A"
"ipw434","300",3.42848095508332,"ipw","minimal.set","A"
"t-learner434","300",0.970763652858142,"t-learner","minimal.set","A"
"aipw434","300",1.37546896521837,"aipw","minimal.set","A"
"ipw435","300",0.958913317471207,"ipw","all.covariates","B"
"t-learner435","300",0.994027573259752,"t-learner","all.covariates","B"
"aipw435","300",0.9085053237676,"aipw","all.covariates","B"
"ipw436","300",0.901437679460034,"ipw","smart","B"
"t-learner436","300",0.955007313967263,"t-learner","smart","B"
"aipw436","300",0.975215995091183,"aipw","smart","B"
"ipw437","300",0.934888651871099,"ipw","minimal.set","B"
"t-learner437","300",0.966748482520452,"t-learner","minimal.set","B"
"aipw437","300",0.897369745901102,"aipw","minimal.set","B"
"ipw438","300",-0.633745972527774,"ipw","all.covariates","C"
"t-learner438","300",-0.678127015344242,"t-learner","all.covariates","C"
"aipw438","300",-0.7177588632302,"aipw","all.covariates","C"
"ipw439","300",-0.479959521010026,"ipw","smart","C"
"t-learner439","300",-0.809610177662353,"t-learner","smart","C"
"aipw439","300",-0.465324315897832,"aipw","smart","C"
"ipw440","300",0.11402748910969,"ipw","minimal.set","C"
"t-learner440","300",-0.71126896979148,"t-learner","minimal.set","C"
"aipw440","300",-0.141784765761985,"aipw","minimal.set","C"
"ipw441","300",1.32988621851076,"ipw","all.covariates","D"
"t-learner441","300",0.876844593261935,"t-learner","all.covariates","D"
"aipw441","300",0.898761247743703,"aipw","all.covariates","D"
"ipw442","300",1.31553084199538,"ipw","smart","D"
"t-learner442","300",0.960872270992116,"t-learner","smart","D"
"aipw442","300",0.923259586775946,"aipw","smart","D"
"ipw443","300",NA,"ipw","minimal.set","D"
"t-learner443","300",0.862243160895426,"t-learner","minimal.set","D"
"aipw443","300",NA,"aipw","minimal.set","D"
"ipw444","300",0.860872733251231,"ipw","all.covariates","A"
"t-learner444","300",0.752233395712651,"t-learner","all.covariates","A"
"aipw444","300",0.779884953760439,"aipw","all.covariates","A"
"ipw445","300",0.844822329826744,"ipw","smart","A"
"t-learner445","300",0.773054708671416,"t-learner","smart","A"
"aipw445","300",0.770463964339824,"aipw","smart","A"
"ipw446","300",1.14107035416099,"ipw","minimal.set","A"
"t-learner446","300",0.780985722703485,"t-learner","minimal.set","A"
"aipw446","300",0.788762368405129,"aipw","minimal.set","A"
"ipw447","300",1.06750629351261,"ipw","all.covariates","B"
"t-learner447","300",1.03791848643656,"t-learner","all.covariates","B"
"aipw447","300",1.04231894750435,"aipw","all.covariates","B"
"ipw448","300",1.10328406943684,"ipw","smart","B"
"t-learner448","300",1.07679301397007,"t-learner","smart","B"
"aipw448","300",1.02403585875751,"aipw","smart","B"
"ipw449","300",1.02634180405545,"ipw","minimal.set","B"
"t-learner449","300",1.07861837643172,"t-learner","minimal.set","B"
"aipw449","300",0.998392911747369,"aipw","minimal.set","B"
"ipw450","300",-0.340397765963576,"ipw","all.covariates","C"
"t-learner450","300",-0.290423146925082,"t-learner","all.covariates","C"
"aipw450","300",-0.33146258044461,"aipw","all.covariates","C"
"ipw451","300",-0.438166227169384,"ipw","smart","C"
"t-learner451","300",-0.416093239300581,"t-learner","smart","C"
"aipw451","300",-0.282283119417992,"aipw","smart","C"
"ipw452","300",-0.506802907101703,"ipw","minimal.set","C"
"t-learner452","300",-0.450500045232888,"t-learner","minimal.set","C"
"aipw452","300",-0.260102247158564,"aipw","minimal.set","C"
"ipw453","300",0.559653208757466,"ipw","all.covariates","D"
"t-learner453","300",0.538559583455689,"t-learner","all.covariates","D"
"aipw453","300",0.47946024873511,"aipw","all.covariates","D"
"ipw454","300",0.44025318736754,"ipw","smart","D"
"t-learner454","300",0.51132930020751,"t-learner","smart","D"
"aipw454","300",0.386245848055221,"aipw","smart","D"
"ipw455","300",1.76079176305943,"ipw","minimal.set","D"
"t-learner455","300",0.511402593082159,"t-learner","minimal.set","D"
"aipw455","300",-0.795939585374316,"aipw","minimal.set","D"
"ipw456","300",0.93521455001564,"ipw","all.covariates","A"
"t-learner456","300",0.712585609149216,"t-learner","all.covariates","A"
"aipw456","300",0.696388061406129,"aipw","all.covariates","A"
"ipw457","300",0.928643294232135,"ipw","smart","A"
"t-learner457","300",0.716971624363898,"t-learner","smart","A"
"aipw457","300",0.717988857674197,"aipw","smart","A"
"ipw458","300",1.63180574265531,"ipw","minimal.set","A"
"t-learner458","300",0.717488090187913,"t-learner","minimal.set","A"
"aipw458","300",0.649181345955791,"aipw","minimal.set","A"
"ipw459","300",0.811202634158903,"ipw","all.covariates","B"
"t-learner459","300",0.790105634597514,"t-learner","all.covariates","B"
"aipw459","300",0.754483566014369,"aipw","all.covariates","B"
"ipw460","300",0.794982497593096,"ipw","smart","B"
"t-learner460","300",0.772942024780082,"t-learner","smart","B"
"aipw460","300",0.843872168845242,"aipw","smart","B"
"ipw461","300",0.784357250061932,"ipw","minimal.set","B"
"t-learner461","300",0.843453972594235,"t-learner","minimal.set","B"
"aipw461","300",0.848015331488363,"aipw","minimal.set","B"
"ipw462","300",-0.0770134719324859,"ipw","all.covariates","C"
"t-learner462","300",-0.00194498746286431,"t-learner","all.covariates","C"
"aipw462","300",-0.0147726946251162,"aipw","all.covariates","C"
"ipw463","300",-0.111411697797201,"ipw","smart","C"
"t-learner463","300",-0.077242555634871,"t-learner","smart","C"
"aipw463","300",0.0936701587204726,"aipw","smart","C"
"ipw464","300",-0.142731846755475,"ipw","minimal.set","C"
"t-learner464","300",-0.1630733069501,"t-learner","minimal.set","C"
"aipw464","300",0.211216620043861,"aipw","minimal.set","C"
"ipw465","300",0.667955489196955,"ipw","all.covariates","D"
"t-learner465","300",0.649763585740401,"t-learner","all.covariates","D"
"aipw465","300",0.581405610138643,"aipw","all.covariates","D"
"ipw466","300",0.710690690980808,"ipw","smart","D"
"t-learner466","300",0.64510066373481,"t-learner","smart","D"
"aipw466","300",0.548127268852217,"aipw","smart","D"
"ipw467","300",0.891591207085224,"ipw","minimal.set","D"
"t-learner467","300",0.598111499884057,"t-learner","minimal.set","D"
"aipw467","300",0.190045948800698,"aipw","minimal.set","D"
"ipw468","300",0.669126912142608,"ipw","all.covariates","A"
"t-learner468","300",0.713756595799032,"t-learner","all.covariates","A"
"aipw468","300",0.718545054036071,"aipw","all.covariates","A"
"ipw469","300",0.825675297048642,"ipw","smart","A"
"t-learner469","300",0.744715196162226,"t-learner","smart","A"
"aipw469","300",0.667901515404877,"aipw","smart","A"
